0,1,-16777216,false
1,1,-16777216,false
2,1,-16777216,false
3,1,-16777216,false
4,1,-16777216,false
5,1,-16777216,false
6,1,-16777216,false
7,1,-16777216,false
8,1,-16777216,false
9,1,-16777216,false
10,1,-16777216,false
11,1,-16777216,false
12,1,-16777216,false
13,1,-16777216,false
0,1,-16777216,false
1,1,-16777216,false
2,1,-16777216,false
3,1,-16777216,false
4,1,-16777216,false
5,1,-16777216,false
6,1,-16777216,false
7,1,-16777216,false
8,1,-16777216,false
9,1,-16777216,false
10,1,-16777216,false
11,1,-16777216,false
12,1,-16777216,false
13,1,-16777216,false
0,2,-16777216,false
1,2,-16777216,false
2,9,-16777216,false
3,9,-16777216,false
4,2,-16777216,false
5,2,-16777216,false
6,2,-16777216,false
7,2,-16777216,false
8,2,-16777216,false
9,2,-16777216,false
10,2,-16777216,false
11,2,-16777216,false
12,2,-16777216,false
13,2,-16777216,false
0,3,-16777216,false
1,3,-16777216,false
2,3,-16777216,false
3,3,-16777216,false
4,3,-16777216,false
5,3,-16777216,false
6,3,-16777216,false
7,3,-16777216,false
8,3,-16777216,false
9,3,-16777216,false
10,3,-16777216,false
11,3,-16777216,false
12,3,-16777216,false
13,3,-16777216,false
0,4,-16777216,false
1,4,-16777216,false
2,4,-16777216,false
3,4,-16777216,false
4,4,-16777216,false
5,4,-16777216,false
6,4,-16777216,false
7,4,-16777216,false
8,4,-16777216,false
9,4,-16777216,false
10,4,-16777216,false
11,4,-16777216,false
12,4,-16777216,false
13,4,-16777216,false
0,5,-16777216,false
1,5,-16777216,false
2,5,-16777216,false
3,5,-16777216,false
4,5,-16777216,false
5,5,-16777216,false
6,5,-16777216,false
7,5,-16777216,false
8,5,-16777216,false
9,5,-16777216,false
10,5,-16777216,false
11,5,-16777216,false
12,5,-16777216,false
13,5,-16777216,false
0,6,-16777216,false
1,6,-16777216,false
2,6,-16777216,false
3,6,-16777216,false
4,6,-16777216,false
5,6,-16777216,false
6,6,-16777216,false
7,6,-16777216,false
8,6,-16777216,false
9,6,-16777216,false
10,6,-16777216,false
11,6,-16777216,false
12,6,-16777216,false
13,6,-16777216,false
0,7,-16777216,false
1,7,-16777216,false
2,7,-16777216,false
3,7,-16777216,false
4,7,-16777216,false
5,7,-16777216,false
6,7,-16777216,false
7,7,-16777216,false
8,7,-16777216,false
9,7,-16777216,false
10,7,-16777216,false
11,7,-16777216,false
12,7,-16777216,false
13,7,-16777216,false
0,8,-16777216,false
1,8,-16777216,false
2,8,-16777216,false
3,8,-16777216,false
4,8,-16777216,false
5,8,-16777216,false
6,8,-16777216,false
7,8,-16777216,false
8,8,-16777216,false
9,8,-16777216,false
10,8,-16777216,false
11,8,-16777216,false
12,8,-16777216,false
13,8,-16777216,false
0,9,-16777216,false
1,9,-16777216,false
2,9,-16777216,false
3,9,-16777216,false
4,9,-14336,true
5,9,-16777216,false
6,9,-16777216,false
7,9,-16777216,false
8,9,-16777216,false
9,9,-16777216,false
10,9,-16777216,false
11,9,-16777216,false
12,9,-16777216,false
13,9,-16777216,false
0,10,-16777216,false
1,10,-16777216,false
2,10,-14336,true
3,10,-14336,true
4,10,-14336,true
5,10,-16777216,false
6,10,-16777216,false
7,10,-16777216,false
8,10,-16777216,false
9,10,-16777216,false
10,10,-16777216,false
11,10,-16777216,false
12,10,-16777216,false
13,10,-16777216,false
0,11,-16777216,false
1,11,-16777216,false
2,11,-16777216,false
3,11,-16777216,false
4,11,-16777216,false
5,11,-16777216,false
6,11,-16777216,false
7,11,-16777216,false
8,11,-16777216,false
9,11,-16777216,false
10,11,-16777216,false
11,11,-16777216,false
12,11,-16777216,false
13,11,-16777216,false
0,12,-16777216,false
1,12,-16777216,false
2,12,-16777216,false
3,12,-16777216,false
4,12,-16777216,false
5,12,-16777216,false
6,12,-16777216,false
7,12,-16777216,false
8,12,-16777216,false
9,12,-16777216,false
10,12,-16777216,false
11,12,-16777216,false
12,12,-16777216,false
13,12,-16777216,false
0,13,-16777216,false
1,13,-16777216,false
2,13,-16777216,false
3,13,-16777216,false
4,13,-16777216,false
